TaskID,TotalLength,TaskOutputFileSize,TaskFileLength,CpuTime,,UserLatitude,UserLongitude,DataCenterID,VmID,ENSEMBLE_predicted_DC,GA_predicted_DC,SNAKE_predicted_DC,SNAKE_predicted_VM,ENSEMBLE_predicted_VM
1986,55,12,16,2.2,,-6.851618702,-15.61448848,4,11,4,4,4,11,11
1987,55,17,22,2.619047619,,37.51672873,-73.50236501,5,9,5,5,5,9,9
1988,65,19,18,5,,-86.63388208,-67.21822066,3,5,3,3,3,5,5
1989,90,17,11,3.6,,56.79859898,-120.2917428,5,11,5,5,5,11,11
1990,92,10,15,4.79230429,,18.17095327,-156.9211632,5,8,5,5,5,8,8
1991,57,16,24,4.384615385,,-41.5777512,156.5113021,3,5,3,3,3,5,5
1992,83,20,11,6.384615385,,-84.87065183,178.1266533,4,5,3,3,3,5,5
1993,21,14,12,0.84,,36.51139459,136.1767187,4,11,5,5,5,11,11
1994,75,20,11,2.774814815,,42.7611305,45.42793904,4,12,4,4,4,12,12
1995,54,20,15,2.826408669,,18.09438744,113.1770593,4,8,4,4,4,8,8
1996,67,12,11,4.466666667,,52.9430113,-120.823946,5,6,5,5,5,6,6
1997,91,14,11,3.64,,0.47308249,-68.9494351,4,11,4,4,4,11,11
1998,31,10,24,2.384615385,,-43.53001165,-104.803244,3,5,3,3,3,5,5
1999,54,14,19,4.153846154,,-40.0069174,172.7746214,3,5,3,3,3,5,5
2000,30,15,23,1.428571429,,65.62000832,79.98981249,4,9,4,4,5,9,9
